PROBE_ID	PROBE_TYPE	GENE_ID	GENE_TYPE	DESCRIPTION
CATMA5A20550	E1	AT5G23060	CDS	unknown protein
CATMA5A20560	E2	AT5G23070	CDS	thymidine kinase, putative
CATMA5A20570	E1	AT5G23080	CDS	TGH (TOUGH), RNA binding
CATMA5A20575	E2	AT5G23090	CDS	TATA-binding protein-associated phosphoprotein Dr1 protein, putative (DR1)
CATMA5A20580	E2	AT5G23100	CDS	unknown protein
CATMA5A20590	E1	AT5G23110	CDS	zinc finger (C3HC4-type RING finger) family protein
CATMA5A20605	EI1	AT5G23120	CDS	HCF136 (High chlorophyll fluorescence 136)
CATMA5A20610	E2	AT5G23130	CDS	peptidoglycan-binding LysM domain-containing protein
CATMA5A20620	E1	AT5G23140	CDS	CLPP2 (Clp protease proteolytic subunit 2), endopeptidase Clp
CATMA5A20625	E2	AT5G23150	CDS	HUA2 (ENHANCER OF AG-4 2)
CATMA5A20630	V1	no_gene		
CATMA5A20640	E1	AT5G23160	CDS	unknown protein
CATMA5A20650	E1	AT5G23170	CDS	protein kinase family protein
CATMA5A20660	E2	AT5G23180	CDS	unknown protein
CATMA5A20670	E2	AT5G23190	CDS	CYP86B1 (cytochrome P450, family 86, subfamily B, polypeptide 1), oxygen binding
CATMA5A20680	E2	AT5G23200	CDS	unknown protein
CATMA5A20690	E1	AT5G23210	CDS	SCPL34
CATMA5A20700	E1	AT5G23210	CDS	SCPL34
CATMA5A20710	E1	AT5G23220	CDS	isochorismatase hydrolase family protein
CATMA5A20730	M1	AT5G23235;AT5G23240	CDS;CDS	pseudogene;DNAJ heat shock N-terminal domain-containing protein
CATMA5A20740	E1	AT5G23250	CDS	succinyl-CoA ligase (GDP-forming) alpha-chain, mitochondrial, putative / succinyl-CoA synthetase, alpha chain, putative / SCS-alpha, putative
CATMA5A20750	E1	AT5G23260	CDS	TT16 (TRANSPARENT TESTA16), transcription factor
CATMA5A20760	E2	AT5G23270	CDS	STP11 (SUGAR TRANSPORTER 11), carbohydrate transporter/ sugar porter
CATMA5A20770	E2	AT5G23280	CDS	TCP family transcription factor, putative
CATMA5A20780	E2	AT5G23290	CDS	c-myc binding protein, putative / prefoldin, putative
CATMA5A20785	E1	AT5G23300	CDS	PYRD (PYRIMIDINE D), dihydroorotate dehydrogenase
CATMA5A20790	E1	AT5G23310	CDS	FSD3 (FE SUPEROXIDE DISMUTASE 3), iron superoxide dismutase
CATMA5A20800	VE1	AT5G23320	CDS	ATSTE14 (PRENYLCYSTEINE ALPHA-CARBOXYL METHYLTRANSFERASE 14A), protein-S-isoprenylcysteine O-methyltransferase
CATMA5A20810	E2	AT5G23330	CDS	riboflavin biosynthesis protein-related
CATMA5A20820	E1	AT5G23340	CDS	protein binding
CATMA5A20860	E1	AT5G23380	CDS	unknown protein
CATMA5A20870	E1	AT5G23390	CDS	unknown protein
CATMA5A20880	E1	AT5G23395	CDS	unknown protein
CATMA5A20890	E1	AT5G23400	CDS	disease resistance family protein / LRR family protein
CATMA5A20900	E1	AT5G23405	CDS	high mobility group (HMG1/2) family protein
CATMA5A20920	E1	AT5G23420	CDS	HMGB6 (High mobility group B 6), transcription factor
CATMA5A20930	E1	AT5G23430	CDS	transducin family protein / WD-40 repeat family protein
CATMA5A20940	E2	AT5G23440	CDS	FTRA1 (ferredoxin/thioredoxin reductase subunit A (variable subunit) 1), ferredoxin:thioredoxin reductase
CATMA5A20950	E1	AT5G23450	CDS	ATLCBK1 (A. THALIANA LONG-CHAIN BASE (LCB) KINASE 1), diacylglycerol kinase
CATMA5A20960	E2	AT5G23460	CDS	unknown protein
CATMA5A20980	V1	AT5E22240	CDS_Eugene	EUGENE prediction
CATMA5A20990	E1	AT5G23480	CDS	unknown protein
CATMA5A21000	IE1	AT5G23490	CDS	unknown protein
CATMA5A21010	E2	AT5G23490	CDS	unknown protein
CATMA5A21030	E1	AT5G23520	CDS	unknown protein
CATMA5A21040	E1	AT5G23530	CDS	unknown protein
CATMA5A21050	E1	AT5G23535	CDS	KOW domain-containing protein
CATMA5A21060	E1	AT5G23540	CDS	26S proteasome regulatory subunit, putative
CATMA5A21080	E1	AT5G23570	CDS	SGS3 (SUPPRESSOR OF GENE SILENCING 3)
CATMA5A21090	E2	AT5G23575	CDS	transmembrane protein, putative
CATMA5A21095	M2	AT5G23575;AT5G23580	CDS;CDS	transmembrane protein, putative;CDPK9 (CALCIUM-DEPENDENT PROTEIN KINASE 9), calcium- and calmodulin-dependent protein kinase/ kinase
CATMA5A21100	E1	AT5G23590	CDS	DNAJ heat shock N-terminal domain-containing protein
CATMA5A21120	E1	AT5G23610	CDS	unknown protein
CATMA5A21130	E1	AT5G23630	CDS	(MALE GAMETOGENESIS IMPAIRED ANTHERS), cation-transporting ATPase
CATMA5A21140	E1	AT5G23650	CDS	myb family transcription factor
CATMA5A21145	E2	AT5G23660	CDS	MTN3 (ARABIDOPSIS HOMOLOG OF MEDICAGO TRUNCATULA MTN3)
CATMA5A21150	E1	AT5G23670	CDS	LCB2 (Serine palmitoyltransferase LCB2 (long chain base) subunit gene), serine C-palmitoyltransferase
CATMA5A21160	E2	AT5G23680	CDS	sterile alpha motif (SAM) domain-containing protein
CATMA5A21170	EI1	AT5G23690	CDS	polynucleotide adenylyltransferase family protein
CATMA5A21190	E3	AT5G23700	CDS	unknown protein
CATMA5A21200	E1	AT5G23710	CDS	DNA binding / DNA-directed RNA polymerase
CATMA5A21210	E1	AT5G23720	CDS	PHS1 (PROPYZAMIDE-HYPERSENSITIVE 1), protein tyrosine/serine/threonine phosphatase
CATMA5A21220	E2	AT5G23730	CDS	nucleotide binding
CATMA5A21225	E1	AT5G23740	CDS	RPS11-BETA (RIBOSOMAL PROTEIN S11-BETA), structural constituent of ribosome
CATMA5A21230	E1	AT5G23750	CDS	remorin family protein
CATMA5A21250	VE1	AT5G23770	CDS	agenet domain-containing protein
CATMA5A21280	E2	AT5G23800	CDS	agenet domain-containing protein
CATMA5A21290	E1	AT5G23810	CDS	AAP7 (amino acid permease 7)
CATMA5A21320	E1	AT5G23850	CDS	unknown protein
CATMA5A21330	E1	AT5G23860	CDS	TUB8 (tubulin beta-8)
CATMA5A21340	V1	AT5G23870	CDS	pectinacetylesterase family protein
CATMA5A21350	E1	AT5G23880	CDS	CPSF100 (ENHANCED SILENCING PHENOTYPE 5)
CATMA5A21360	E1	AT5G23890	CDS	unknown protein
CATMA5A21370	E1	AT5G23900	CDS	60S ribosomal protein L13 (RPL13D)
CATMA5A21380	E1	AT5G23903	CDS	unknown protein
CATMA5A21390	E1	AT5G23910	CDS	microtubule motor
CATMA5A21400	E2	AT5G23920	CDS	unknown protein
CATMA5A21410	E2	AT5G23930	CDS	mitochondrial transcription termination factor-related / mTERF-related
CATMA5A21420	E1	AT5G23940	CDS	EMB3009 (EMBRYO DEFECTIVE 3009), transferase
CATMA5A21430	E1	AT5G23950	CDS	C2 domain-containing protein
CATMA5A21450	V1	AT5G23955	Repeat_TAIR	transposable element gene
CATMA5A21460	V2	AT5G23955	Repeat_TAIR	transposable element gene
CATMA5A21470	V2	AT5G23955	Repeat_TAIR	transposable element gene
CATMA5A21480	EI2	AT5G23960	CDS	terpene synthase/cyclase family protein
CATMA5A21490	E2	AT5G23960	CDS	terpene synthase/cyclase family protein
CATMA5A21500	E2	AT5G23970	CDS	transferase family protein
CATMA5A21530	E1	AT5G24000	CDS	unknown protein
CATMA5A21540	E1	AT5G24010	CDS	protein kinase family protein
CATMA5A21545	E1	AT5G24020	CDS	MIND (ACCUMULATION AND REPLICATION OF CHLOROPLAST 11)
CATMA5A21550	E1	AT5G24030	CDS	C4-dicarboxylate transporter/malic acid transport family protein
CATMA5A21560	E1	AT5G24040	CDS	F-box family protein
CATMA5A21580	VE1	AT5G24060	CDS	unknown protein
CATMA5A21600	E2	AT5G24070	CDS	peroxidase family protein
CATMA5A21610	V1	AT5E22940	CDS_Eugene	EUGENE prediction
CATMA5A21620	EV1	AT5G24090	CDS	acidic endochitinase (CHIB1)
CATMA5A21630	E1	AT5G24100	CDS	leucine-rich repeat transmembrane protein kinase, putative
CATMA5A21640	E1	AT5G24105	CDS	AGP41
CATMA5A21650	E1	AT5G24110	CDS	WRKY30 (WRKY DNA-binding protein 30), transcription factor
CATMA5A21665	E1	AT5G24120	CDS	SIGE (RNA polymerase sigma subunit E), DNA binding / DNA-directed RNA polymerase/ sigma factor/ transcription factor
CATMA5A21670	E1	AT5G24130	CDS	unknown protein
CATMA5A21675	E1	AT5G24140	CDS	SQP2 (Squalene monooxygenase 2), oxidoreductase
CATMA5A21705	E2	AT5G24160	CDS	squalene monooxygenase 1,2 / squalene epoxidase 1,2 (SQP1,2)
CATMA5A21720	EI1	AT5G24170	CDS	unknown protein
CATMA5A21740	E1	AT5G24190	CDS	unknown protein
CATMA5A21750	E1	AT5G24200	CDS	triacylglycerol lipase
CATMA5A21760	E1	AT5G24210	CDS	lipase class 3 family protein
CATMA5A21790	E2	AT5G24230	CDS	unknown protein
CATMA5A21800	E1	AT5G24240	CDS	phosphatidylinositol 3- and 4-kinase family protein / ubiquitin family protein
CATMA5A21810	E1	AT5G24260	CDS	prolyl oligopeptidase family protein
CATMA5A21815	VE1	AT5G24270	CDS	SOS3 (SALT OVERLY SENSITIVE 3)
CATMA5A21820	V2	AT5E23170	CDS_Eugene	EUGENE prediction
CATMA5A21830	E1	AT5G24280	CDS	ATP binding
CATMA5A21840	E1	AT5G24290	CDS	integral membrane family protein
CATMA5A21850	E1	AT5G24300	CDS	SSI (STARCH SYNTHASE I), transferase, transferring glycosyl groups
CATMA5A21860	E1	AT5G24300	CDS	SSI (STARCH SYNTHASE I), transferase, transferring glycosyl groups
CATMA5A21870	E1	AT5G24310	CDS	ABIL3 (ABL INTERACTOR-LIKE PROTEIN 3)
CATMA5A21880	E1	AT5G24313	CDS	unknown protein
CATMA5A21890	E1	AT5G24314	CDS	PDE225/PTAC7 (PIGMENT DEFECTIVE 225)
CATMA5A21900	M1	AT5G24314;AT5G24316	CDS;CDS	PDE225/PTAC7 (PIGMENT DEFECTIVE 225);proline-rich family protein
CATMA5A21910	E2	AT5G24318	CDS	hydrolase, hydrolyzing O-glycosyl compounds
CATMA5A21920	E1	AT5G24320	CDS	WD-40 repeat family protein
CATMA5A21930	E1	AT5G24330	CDS	ATXR6 (Arabidopsis thaliana Trithorax- related protein 6), DNA binding
CATMA5A21940	E1	AT5G24340	CDS	3p-5p exonuclease domain-containing protein
CATMA5A21950	E1	AT5G24350	CDS	unknown protein
CATMA5A21960	EV1	AT5G24355	CDS	unknown protein
CATMA5A21970	E2	AT5G24360	CDS	protein kinase family protein / Ire1 homolog-1 (IRE1-1)
CATMA5A21980	E1	AT5G24370	CDS	invertase/pectin methylesterase inhibitor family protein
CATMA5A21990	E2	AT5G24380	CDS	YSL2 (YELLOW STRIPE LIKE 2), oligopeptide transporter
CATMA5A22000	E2	AT5G24390	CDS	RabGAP/TBC domain-containing protein
CATMA5A22010	E1	AT5G24400	CDS	EMB2024 (EMBRYO DEFECTIVE 2024), catalytic
CATMA5A22020	E2	AT5G24410	CDS	glucosamine/galactosamine-6-phosphate isomerase-related
CATMA5A22030	E2	AT5G24420	CDS	glucosamine/galactosamine-6-phosphate isomerase-related
CATMA5A22040	E2	AT5G24430	CDS	calcium-dependent protein kinase, putative / CDPK, putative
CATMA5A22050	E2	AT5G24450	CDS	unknown protein
CATMA5A22060	E1	AT5G24460	CDS	unknown protein
CATMA5A22070	E1	AT5G24470	CDS	APRR5 (PSEUDO-RESPONSE REGULATOR 5), transcription regulator
CATMA5A22090	M1	AT5G24490;AT5G24500	CDS;CDS	30S ribosomal protein, putative;unknown protein
CATMA5A22100	E1	AT5G24500	CDS	unknown protein
CATMA5A22110	E2	AT5G24510	CDS	60s acidic ribosomal protein P1, putative
CATMA5A22120	E1	AT5G24520	CDS	TTG1 (TRANSPARENT TESTA GLABRA 1), nucleotide binding
CATMA5A22130	E1	AT5G24530	CDS	oxidoreductase, 2OG-Fe(II) oxygenase family protein
CATMA5A22160	V1	no_gene		
CATMA5A22170	E2	AT5G24560	CDS	ATPP2-B12 (Phloem protein 2-B12)
CATMA5A22180	E1	AT5G24570	CDS	unknown protein
CATMA5A22190	E1	AT5G24580	CDS	copper-binding family protein
CATMA5A22200	E1	AT5G24590	CDS	TIP (TCV-INTERACTING PROTEIN), transcription factor
CATMA5A22210	E2	AT5G24590	CDS	TIP (TCV-INTERACTING PROTEIN), transcription factor
CATMA5A22220	EV2	AT5G24593	CDS	unknown protein
CATMA5A22230	E1	AT5G24600	CDS	unknown protein
CATMA5A22240	E2	AT5G24610	CDS	unknown protein
CATMA5A22250	E1	AT5G24620	CDS	thaumatin-like protein, putative
CATMA5A22260	EI1	AT5G24630	CDS	unknown protein
CATMA5A22270	EI1	AT5G24630	CDS	unknown protein
CATMA5A22290	EI1	AT5G24650	CDS	mitochondrial import inner membrane translocase subunit Tim17/Tim22/Tim23 family protein
CATMA5A22300	E2	AT5G24655	CDS	unknown protein
CATMA5A22310	E1	AT5G24660	CDS	unknown protein
CATMA5A22320	E1	AT5G24670	CDS	hydrolase/ zinc ion binding
CATMA5A22330	E1	AT5G24680	CDS	unknown protein
CATMA5A22340	E1	AT5G24690	CDS	unknown protein
CATMA5A22350	E1	AT5G24690	CDS	unknown protein
CATMA5A22360	E1	AT5G24710	CDS	unknown protein
CATMA5A22370	IE1	AT5G24710	CDS	unknown protein
CATMA5A22380	E1	AT5G24740	CDS	unknown protein
CATMA5A22390	E1	AT5G24740	CDS	unknown protein
CATMA5A22400	EI1	AT5G24740	CDS	unknown protein
CATMA5A22410	E1	AT5G24750	CDS	unknown protein
CATMA5A22420	IE1	AT5G24750	CDS	unknown protein
CATMA5A22430	E1	AT5G24760	CDS	alcohol dehydrogenase, putative
CATMA5A22480	E2	AT5G24790	CDS	unknown protein
CATMA5A22490	M1	AT5G24800;AT5G24810	CDS;CDS	BZO2H2 (basic leucine zipper O2 homolog 2), DNA binding / transcription factor;ABC1 family protein
CATMA5A22500	E1	AT5G24810	CDS	ABC1 family protein
CATMA5A22510	EI1	AT5G24810	CDS	ABC1 family protein
CATMA5A22520	E1	AT5G24820	CDS	aspartyl protease family protein
CATMA5A22530	E1	AT5G24830	CDS	pentatricopeptide (PPR) repeat-containing protein
CATMA5A22540	E1	AT5G24840	CDS	methyltransferase
CATMA5A22550	E1	AT5G24850	CDS	CRY3 (CRYPTOCHROME 3), DNA binding / DNA photolyase/ FMN binding
CATMA5A22560	E2	AT5G24870	CDS	zinc finger (C3HC4-type RING finger) family protein
CATMA5A22570	E2	AT5G24880	CDS	unknown protein
CATMA5A22580	E1	AT5G24890	CDS	unknown protein
CATMA5A22590	EI2	AT5G24900	CDS	CYP714A2 (cytochrome P450, family 714, subfamily A, polypeptide 2), oxygen binding
CATMA5A22600	E2	AT5G24910	CDS	CYP714A1 (cytochrome P450, family 714, subfamily A, polypeptide 1), oxygen binding
CATMA5A22610	V1	AT5G24915	Repeat_TAIR	transposable element gene
CATMA5A22620	V2	AT5G24915	Repeat_TAIR	transposable element gene
CATMA5A22630	V2	AT5G24915	Repeat_TAIR	transposable element gene
CATMA5A22640	E2	AT5G24920	CDS	unknown protein
CATMA5A22650	E1	AT5G24930	CDS	zinc finger (B-box type) family protein
CATMA5A22660	E1	AT5G24940	CDS	protein phosphatase 2C, putative / PP2C, putative
CATMA5A22680	VE1	AT5G24960	CDS	CYP71A14 (cytochrome P450, family 71, subfamily A, polypeptide 14), oxygen binding
CATMA5A22700	E1	AT5G24970	CDS	ABC1 family protein
CATMA5A22740	E2	AT5G25030	CDS	ATP binding / phenylalanine-tRNA ligase
CATMA5A22750	IE1	AT5G25040	CDS	transporter
CATMA5A22760	E1	AT5G25050	CDS	integral membrane transporter family protein
CATMA5A22770	E1	AT5G25060	CDS	RNA recognition motif (RRM)-containing protein
CATMA5A22780	E1	AT5G25070	CDS	unknown protein
CATMA5A22790	E1	AT5G25080	CDS	unknown protein
CATMA5A22800	E1	AT5G25090	CDS	plastocyanin-like domain-containing protein
CATMA5A22810	E1	AT5G25100	CDS	endomembrane protein 70, putative
CATMA5A22820	E2	AT5G25110	CDS	CIPK25 (CBL-INTERACTING PROTEIN KINASE 25), kinase
CATMA5A22840	V2	AT5E24110	CDS_Eugene	EUGENE prediction
CATMA5A22860	EV1	AT5G25140	CDS	CYP71B13 (cytochrome P450, family 71, subfamily B, polypeptide 13), oxygen binding
CATMA5A22870	E1	AT5G25150	CDS	nucleotide binding
CATMA5A22875	E1	AT5G25160	CDS	ZFP3 (ZINC FINGER PROTEIN 3), nucleic acid binding / transcription factor/ zinc ion binding
CATMA5A22880	E1	AT5G25170	CDS	unknown protein
CATMA5A22900	E1	AT5G25190	CDS	ethylene-responsive element-binding protein, putative
CATMA5A22930	E1	AT5G25210	CDS	unknown protein
CATMA5A22935	E1	AT5G25220	CDS	KNAT3 (KNOTTED1-LIKE HOMEOBOX GENE 3)
CATMA5A22950	E1	AT5G25240	CDS	unknown protein
CATMA5A22960	E1	AT5G25250	CDS	unknown protein
CATMA5A22980	E1	AT5G25265	CDS	unknown protein
CATMA5A22990	E1	AT5G25270	CDS	unknown protein
CATMA5A23000	E1	AT5G25280	CDS	serine-rich protein-related
CATMA5A23010	E1	AT5G25290	CDS	F-box family protein
CATMA5A23020	E2	AT5G25310	CDS	exostosin family protein
CATMA5A23030	E1	AT5G25320	CDS	ACT domain-containing protein
CATMA5A23040	E1	AT5G25320	CDS	ACT domain-containing protein
CATMA5A23050	E1	AT5G25330	CDS	unknown protein
CATMA5A23060	E1	AT5G25340	CDS	unknown protein
CATMA5A23070	M1	AT5G25340;AT5G25350	CDS;CDS	unknown protein;EBF2 (EIN3-BINDING F BOX PROTEIN 2)
CATMA5A23080	E1	AT5G25370	CDS	PLDALPHA3 (PHOSPHLIPASE D ALPHA 3), phospholipase D
CATMA5A23090	EI2	AT5G25370	CDS	PLDALPHA3 (PHOSPHLIPASE D ALPHA 3), phospholipase D
CATMA5A23100	E1	AT5G25370	CDS	PLDALPHA3 (PHOSPHLIPASE D ALPHA 3), phospholipase D
CATMA5A23110	E2	AT5G25380	CDS	CYCA2,1 (CYCLIN A2,1), cyclin-dependent protein kinase regulator
CATMA5A23120	E1	AT5G25390	CDS	SHN2 (SHINE2), DNA binding / transcription factor
CATMA5A23130	VE1	AT5G25400	CDS	phosphate translocator-related
CATMA5A23170	EI2	AT5G25430	CDS	anion exchange protein family
CATMA5A23180	E2	AT5G25430	CDS	anion exchange protein family
CATMA5A23190	E1	AT5G25440	CDS	protein kinase family protein
CATMA5A23200	E2	AT5G25450	CDS	ubiquinol-cytochrome C reductase complex 14 kDa protein, putative
CATMA5A23210	E2	AT5G25450	CDS	ubiquinol-cytochrome C reductase complex 14 kDa protein, putative
CATMA5A23220	E1	AT5G25460	CDS	unknown protein
CATMA5A23230	E1	AT5G25470	CDS	DNA binding
CATMA5A23240	E1	AT5G25475	CDS	DNA binding
CATMA5A23250	E1	AT5G25480	CDS	DNMT2 (DNA METHYLTRANSFERASE-2), DNA binding
CATMA5A23260	E1	AT5G25490	CDS	zinc finger (Ran-binding) family protein
CATMA5A23270	E1	AT5G25500	CDS	unknown protein
CATMA5A23280	M1	AT5G25500;AT5G25510	CDS;CDS	unknown protein;serine/threonine protein phosphatase 2A (PP2A) regulatory subunit Bp, putative
CATMA5A23290	E1	AT5G25520	CDS	transcription elongation factor-related
CATMA5A23300	E1	AT5G25520	CDS	transcription elongation factor-related
CATMA5A23310	E1	AT5G25530	CDS	DNAJ heat shock protein, putative
CATMA5A23320	E1	AT5G25540	CDS	CID6 (CTC-Interacting Domain 6), protein binding
CATMA5A23330	E1	AT5G25550	CDS	leucine-rich repeat family protein / extensin family protein
CATMA5A23340	E1	AT5G25560	CDS	zinc finger (C3HC4-type RING finger) family protein
CATMA5A23350	E1	AT5G25580	CDS	unknown protein
CATMA5A23360	E1	AT5G25590	CDS	unknown protein
CATMA5A23380	E1	AT5G25610	CDS	RD22 (RESPONSIVE TO DESSICATION 22)
CATMA5A23390	E2	AT5G25620	CDS	YUC6 (YUCCA6), monooxygenase
CATMA5A23400	E1	AT5G25630	CDS	pentatricopeptide (PPR) repeat-containing protein
CATMA5A23410	EI2	AT5G25750	CDS	unknown protein
CATMA5A23420	E3	AT5G25757	CDS	unknown protein
CATMA5A23430	E1	AT5G25760	CDS	PEX4 (PEROXIN4), ubiquitin-protein ligase
CATMA5A23440	M1	AT5G25760;AT5G25770	CDS;CDS	PEX4 (PEROXIN4), ubiquitin-protein ligase;unknown protein
CATMA5A23470	EI1	AT5G25790	CDS	transcription factor
CATMA5A23480	E1	AT5G25800	CDS	exonuclease family protein
CATMA5A23485	E1	AT5G25810	CDS	TNY (TINY), DNA binding / transcription factor
CATMA5A23490	E2	AT5G25820	CDS	exostosin family protein
CATMA5A23500	E1	AT5G25830	CDS	zinc finger (GATA type) family protein
CATMA5A23510	E1	AT5G25840	CDS	unknown protein
CATMA5A23520	E2	AT5G25850	CDS	F-box family protein
CATMA5A23530	E1	AT5G25860	CDS	F-box family protein
CATMA5A23540	E1	AT5G25870	CDS	AGL26 (AGAMOUS LIKE-26)
CATMA5A23550	E2	AT5G25880	CDS	ATNADP-ME3 (NADP-MALIC ENZYME 3), malate dehydrogenase (oxaloacetate-decarboxylating) (NADP+)/ malic enzyme/ oxidoreductase, acting on NADH or NADPH, NAD or NADP as acceptor
CATMA5A23553	E1	AT5G25890	CDS	IAA28 (IAA-ALANINE RESISTANT 2), transcription factor
CATMA5A23556	E1	AT5G25900	CDS	GA3 (GA REQUIRING 3), oxygen binding
CATMA5A23570	E2	AT5G25920	CDS	unknown protein
CATMA5A23590	E1	AT5G25930	CDS	leucine-rich repeat family protein / protein kinase family protein
CATMA5A23600	E1	AT5G25940	CDS	early nodulin-related
CATMA5A23630	E2	AT5G25970	CDS	unknown protein
CATMA5A23655	E3	AT5G26000	CDS	TGG1 (THIOGLUCOSIDE GLUCOHYDROLASE 1), hydrolase, hydrolyzing O-glycosyl compounds
CATMA5A23660	E1	AT5G26010	CDS	protein phosphatase type 2C
CATMA5A23675	E2	AT5G26030	CDS	ferrochelatase
CATMA5A23680	EI1	AT5G26040	CDS	HDA2 (histone deacetylase 2), histone deacetylase
CATMA5A23690	E1	AT5G26050	CDS	unknown protein
CATMA5A23700	E1	AT5G26060	CDS	S1 self-incompatibility protein-related
CATMA5A23730	E1	AT5G26090	CDS	unknown protein
CATMA5A23740	EI1	AT5G26090	CDS	unknown protein
CATMA5A23750	I2	AT5G26090	CDS	unknown protein
CATMA5A23760	E1	AT5G26100	CDS	unknown protein
CATMA5A23770	EV1	AT5G26110	CDS	ATP binding / protein kinase/ protein serine/threonine kinase
CATMA5A23780	VE1	AT5G26114	CDS	unknown protein
CATMA5A23790	E2	AT5G26120	CDS	glycosyl hydrolase family protein 51
CATMA5A23810	EV2	AT5G26140	CDS	lysine decarboxylase family protein
CATMA5A23830	E1	AT5G26150	CDS	protein kinase family protein
CATMA5A23840	E1	AT5G26160	CDS	unknown protein
CATMA5A23850	E1	AT5G26170	CDS	WRKY50 (WRKY DNA-binding protein 50), transcription factor
CATMA5A23860	E1	AT5G26180	CDS	NOL1/NOP2/sun family protein
CATMA5A23870	E2	AT5G26200	CDS	mitochondrial substrate carrier family protein
CATMA5A23880	M1	AT5G26200;AT5G26210	CDS;CDS	mitochondrial substrate carrier family protein;PHD finger family protein
CATMA5A23890	E1	AT5G26220	CDS	ChaC-like family protein
CATMA5A23900	E1	AT5G26230	CDS	unknown protein
CATMA5A23915	E1	AT5G26240	CDS	CLC-D (chloride channel D), anion channel/ voltage-gated chloride channel
CATMA5A23940	E1	AT5G26270	CDS	unknown protein
CATMA5A24020	VE1	AT5G26320	CDS	meprin and TRAF homology domain-containing protein / MATH domain-containing protein
CATMA5A24030	E2	AT5G26330	CDS	plastocyanin-like domain-containing protein / mavicyanin, putative
CATMA5A24040	E1	AT5G26340	CDS	MSS1 (SUGAR TRANSPORT PROTEIN 13), carbohydrate transporter/ hexose:hydrogen symporter/ high-affinity hydrogen:glucose transporter/ sugar porter
CATMA5A24050	E1	AT5G26360	CDS	chaperonin, putative
CATMA5A24060	E1	AT5G26570	CDS	PWD (PHOSPHOGLUCAN WATER DIKINASE), catalytic
CATMA5A24070	E1	AT5G26742	CDS	EMB1138 (EMBRYO DEFECTIVE 1138), ATP binding / ATP-dependent helicase
CATMA5A24080	E1	AT5G26740	CDS	unknown protein
CATMA5A24083	E1	AT5G26730	CDS	unknown protein
CATMA5A24087	E1	AT5G26730	CDS	unknown protein
CATMA5A24091	E1	AT5G26720	CDS	unknown protein
CATMA5A24095	E1	AT5G26710	CDS	glutamate-tRNA ligase, putative / glutamyl-tRNA synthetase, putatuve / GluRS, putative
CATMA5A24099	E2	AT5G26700	CDS	germin-like protein, putative
CATMA5A24103	E2	AT5G26690	CDS	heavy-metal-associated domain-containing protein
CATMA5A24107	EI1	AT5G26680	CDS	endonuclease, putative
CATMA5A24111	EI1	AT5G26680	CDS	endonuclease, putative
CATMA5A24115	E1	AT5G26660	CDS	ATMYB4 (myb domain protein 4), transcriptional repressor
CATMA5A24122	EI2	AT5G26640	CDS	unknown protein
CATMA5A24126	E2	AT5G26630	CDS	MADS-box protein (AGL35)
CATMA5A24130	E2	AT5G26622	CDS	unknown protein
CATMA5A24134	VE2	AT5G26617	CDS	unknown protein
CATMA5A24138	EV2	AT5G26620	CDS	unknown protein
CATMA5A24142	V1	AT5G26582	Repeat_TAIR	transposable element gene
CATMA5A24150	V1	AT5E25600	CDS_Eugene	aberrant EUGENE prediction
CATMA5A24160	E1	AT5G26760	CDS	unknown protein
CATMA5A24170	E1	AT5G26770	CDS	unknown protein
CATMA5A24190	V1	AT5G26775	Repeat_TAIR	transposable element gene
CATMA5A24200	V2	AT5G26775	Repeat_TAIR	transposable element gene
CATMA5A24210	V2	AT5G26775	Repeat_TAIR	transposable element gene
CATMA5A24220	E1	AT5G26780	CDS	SHM2 (SERINE HYDROXYMETHYLTRANSFERASE 2), glycine hydroxymethyltransferase
CATMA5A24230	E1	AT5G26790	CDS	unknown protein
CATMA5A24250	E2	AT5G26810	CDS	pectinesterase family protein
CATMA5A24260	E1	AT5G26820	CDS	ferroportin-related
CATMA5A24265	E1	AT5G26830	CDS	threonyl-tRNA synthetase / threonine--tRNA ligase (THRRS)
CATMA5A24270	EV2	AT5G26840	CDS	unknown protein
CATMA5A24280	E1	AT5G26850	CDS	unknown protein
CATMA5A24285	E1	AT5G26860	CDS	LON_ARA_ARA (Lon protease homolog gene), ATP binding / ATP-dependent peptidase/ serine-type peptidase
CATMA5A24300	IE1	AT5G26880	CDS	tRNA/rRNA methyltransferase (SpoU) family protein
CATMA5A24330	E1	AT5G26910	CDS	unknown protein
CATMA5A24340	E1	AT5G26920	CDS	calmodulin binding
CATMA5A24350	E1	AT5G26930	CDS	zinc finger (GATA type) family protein
CATMA5A24360	E1	AT5G26940	CDS	exonuclease family protein
CATMA5A24380	E1	AT5G26960	CDS	kelch repeat-containing F-box family protein
CATMA5A24385	E3	AT5G26980	CDS	SYP41 (SYNTAXIN OF PLANTS 41), t-SNARE
CATMA5A24390	E2	AT5G26990	CDS	drought-responsive family protein
CATMA5A24395	E1	AT5G27000	CDS	ATK4 (ARABIDOPSIS THALIANA KINESIN 4), microtubule motor
CATMA5A24420	E1	AT5G27020	CDS	unknown protein
CATMA5A24430	M2	AT5G27020;AT5G27030	CDS;CDS	unknown protein;TPR3 (TOPLESS-RELATED 3)
CATMA5A24500	E1	AT5G27100	CDS	ATGLR2.1 (Arabidopsis thaliana glutamate receptor 2.1)
